MOD15A2H.A2000049.h30v12.006.2020041210828.Fpar_500m,MOD15A2H,A2000049,Lat-33.6152Lon150.7236Samp17Line17,2020041210828,F,F,F,F,F,F,F,F,F,F,F,F,F,0.13,0.15,0.15,0.25,F,F,F,F,F,F,F,F,F,F,F,F,0.13,0.15,F,F,F,F,F,F,F,F,F,F,F,0.06,0.06,0.15,0.13,0.13,F,F,F,0.36,F,F,F,F,F,F,F,0.06,0.15,0.23,0.17,0.25,F,0.2,0.36,0.24,0.24,F,F,F,F,F,F,F,F,F,F,0.25,F,0.15,0.29,0.29,0.31,F,F,F,F,F,F,F,0.08,F,F,F,0.25,0.25,0.25,0.29,F,F,F,F,F,F,F,F,F,F,F,0.25,0.25,0.25,0.37,0.42,0.42,0.28,F,F,F,F,F,F,F,F,F,F,0.25,0.35,0.44,0.42,F,F,F,F,F,F,F,F,F,F,0.22,0.23,0.35,0.35,0.35,F,F,F,F,F,F,F,F,F,F,F,0.22,0.22,0.35,0.35,0.35,F,F,0.4,0.4,0.36,F,F,F,F,F,F,0.21,0.35,0.35,0.34,F,F,F,0.47,0.4,F,F,0.38,0.47,0.47,F,0.21,F,0.25,0.28,0.28,F,F,0.44,0.47,0.44,0.31,0.31,F,F,0.47,F,0.22,0.25,F,F,F,0.28,0.29,0.29,0.32,0.35,0.31,0.31,F,F,F,F,F,0.22,0.23,F,F,0.29,0.29,0.29,F,F,F,F,F,F,F,F,F,F,F,F,F,0.29,0.25,0.25,0.39,F,F,F,F,F,0.13,F,F,0.28,0.28,F,0.45,0.45,0.25,0.36,0.36,0.39,F,F,F,0.13,0.13,0.25,0.25,0.25,F,F,F,0.45,0.58,0.59,0.59,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2017161.h30v12.006.2021274114347.Fpar_500m,MOD15A2H,A2017161,Lat-33.6152Lon150.7236Samp17Line17,2021274114347,F,F,0.9,0.68,0.74,0.74,0.63,0.7,0.73,0.73,0.72,0.7,0.69,0.68,0.65,0.56,0.45,F,F,0.75,0.68,0.74,0.72,0.72,0.72,0.72,0.72,0.72,0.68,0.68,0.66,0.45,0.45,F,F,0.89,0.72,0.72,0.72,0.75,0.75,0.76,0.7,0.72,0.71,0.66,0.61,0.55,0.67,F,0.52,0.9,0.71,0.7,0.74,0.75,0.77,0.77,0.72,0.72,0.71,0.64,0.72,0.57,0.67,0.6,0.56,0.51,0.68,0.7,0.74,0.74,0.74,0.73,0.73,0.71,0.71,0.57,0.57,0.54,0.56,0.57,0.61,0.65,F,0.73,0.73,0.66,0.64,0.73,0.73,0.64,0.6,0.6,0.63,0.53,0.5,0.46,0.58,F,F,F,0.73,0.66,0.64,0.67,0.69,0.55,0.62,0.63,0.57,0.5,0.5,0.53,0.5,0.55,0.57,F,F,0.6,0.6,0.72,0.57,0.6,0.62,F,F,0.62,0.77,0.73,0.63,0.55,0.51,F,F,0.64,0.71,0.68,0.53,0.58,F,0.57,0.72,0.81,0.74,0.73,0.63,0.62,0.57,0.58,0.59,0.71,0.73,0.59,0.59,0.56,F,0.6,0.62,0.69,0.74,0.84,0.77,0.72,0.67,0.57,0.64,0.69,0.73,0.74,0.65,F,F,0.45,0.54,0.71,0.68,0.75,0.76,0.7,0.55,0.57,0.49,0.57,0.55,0.69,0.63,F,0.55,F,0.54,0.52,0.58,0.57,0.55,0.7,0.55,0.56,0.56,0.61,0.61,F,0.63,F,0.55,0.66,F,F,F,0.63,0.55,0.52,0.59,0.62,0.6,0.6,0.55,0.56,F,F,F,0.39,0.3,0.33,0.47,0.63,0.64,0.64,0.64,0.67,0.68,0.62,0.56,F,F,F,F,F,0.46,0.49,0.43,0.55,0.66,0.75,0.71,0.63,0.68,0.69,0.77,F,0.6,F,F,0.5,0.45,F,0.53,0.58,0.77,0.74,0.75,0.67,0.69,0.77,0.73,0.68,0.6,0.61,0.61,0.55,0.67,0.58,F,0.63,0.72,0.67,0.69,0.61,0.63,0.69,0.67,0.61,0.64,F,F,F,0.67,0.69,0.69
MOD15A2H.A2017169.h30v12.006.2021275162147.Fpar_500m,MOD15A2H,A2017169,Lat-33.6152Lon150.7236Samp17Line17,2021275162147,F,0.9,0.9,0.7,0.78,0.76,0.57,0.65,0.75,0.75,0.73,0.73,0.74,0.73,0.74,0.47,0.51,F,0.9,0.8,0.68,0.75,0.77,0.76,0.81,0.75,0.71,0.73,0.71,0.7,0.77,0.51,0.45,F,F,0.9,0.72,0.73,0.75,0.76,0.81,0.76,0.8,0.76,0.73,0.74,0.61,0.68,0.63,F,0.63,0.89,0.74,0.74,0.8,0.76,0.79,0.76,0.72,0.73,0.76,0.7,0.78,0.76,0.63,0.62,0.57,0.56,0.83,0.8,0.74,0.72,0.7,0.77,0.74,0.8,0.79,0.66,0.62,0.54,0.56,0.7,0.66,0.57,F,0.81,0.81,0.64,0.72,0.74,0.76,0.66,0.65,0.58,0.76,0.56,0.57,0.49,0.55,F,F,F,0.81,0.68,0.68,0.72,0.76,0.62,0.77,0.74,0.61,0.51,0.56,0.52,0.53,0.48,0.51,F,F,0.7,0.65,0.8,0.65,0.7,0.62,F,F,0.51,0.74,0.68,0.47,0.56,0.56,F,F,0.6,0.69,0.71,0.72,0.62,F,0.56,0.67,0.67,0.74,0.73,0.63,0.58,0.54,0.57,0.57,0.67,0.76,0.66,0.54,0.57,F,0.56,0.54,0.67,0.65,0.73,0.73,0.59,0.59,0.55,0.6,0.68,0.71,0.65,0.65,F,F,0.56,0.56,0.6,0.6,0.71,0.7,0.65,0.49,0.49,0.56,0.62,0.55,0.62,0.68,F,0.49,F,0.53,0.56,0.54,0.57,0.57,0.65,0.53,0.59,0.62,0.67,0.6,F,0.58,F,0.51,0.58,F,F,F,0.53,0.53,0.57,0.66,0.56,0.62,0.59,0.52,0.54,F,F,F,0.49,0.35,0.37,0.54,0.56,0.58,0.61,0.58,0.65,0.62,0.62,0.51,F,F,F,F,F,0.58,0.45,0.51,0.51,0.62,0.71,0.63,0.57,0.7,0.64,0.69,F,0.54,F,F,0.5,0.43,F,0.51,0.55,0.72,0.65,0.7,0.6,0.62,0.72,0.71,0.67,0.58,0.59,0.54,0.54,0.57,0.54,F,0.71,0.7,0.6,0.61,0.58,0.58,0.67,0.51,0.61,0.66,0.08,0.76,0.71,0.57,0.62,0.63
MOD15A2H.A2017177.h30v12.006.2021276011506.Fpar_500m,MOD15A2H,A2017177,Lat-33.6152Lon150.7236Samp17Line17,2021276011506,F,F,0.14,0.08,0.72,0.72,0.55,0.64,0.73,0.73,0.68,0.68,0.67,0.68,0.56,0.55,0.44,F,0.9,0.73,0.62,0.74,0.74,0.71,0.73,0.69,0.67,0.67,0.68,0.68,0.59,0.56,0.35,F,F,F,0.69,0.67,0.69,0.73,0.76,0.75,0.77,0.73,0.68,0.64,0.56,0.56,0.67,F,0.51,F,0.72,0.67,0.69,0.72,0.76,0.73,0.68,0.68,0.68,0.57,0.69,0.6,0.48,0.63,0.56,0.56,0.72,0.69,0.73,0.68,0.68,0.74,0.7,0.68,0.7,0.55,0.49,0.53,0.47,0.53,0.62,0.56,F,0.69,0.69,0.63,0.65,0.74,0.68,0.56,0.56,0.55,0.56,0.53,0.53,0.45,0.51,F,F,F,0.68,0.63,0.68,0.66,0.66,0.55,0.67,0.61,0.53,0.44,0.55,0.45,0.43,0.46,0.47,F,F,0.59,0.59,0.7,0.57,0.53,0.63,F,F,0.46,0.6,0.6,0.47,0.5,0.44,F,F,0.53,0.58,0.58,0.47,0.49,F,0.51,0.59,0.59,0.58,0.62,0.59,0.59,0.51,0.51,0.59,0.66,0.63,0.69,0.49,0.53,F,0.56,0.51,0.53,0.57,0.57,0.63,0.51,0.51,0.55,0.52,0.66,0.66,0.6,0.63,F,F,0.39,0.49,0.57,0.53,0.54,0.63,0.56,0.51,0.44,0.55,0.55,0.55,0.64,0.51,F,0.39,F,0.49,0.53,0.53,0.51,0.46,0.51,0.46,0.5,0.56,0.51,0.51,F,0.51,F,0.39,0.46,F,F,F,0.42,0.46,0.52,0.57,0.52,0.56,0.51,0.47,0.47,F,F,F,0.43,0.37,0.4,0.43,0.47,0.47,0.52,0.52,0.53,0.52,0.52,0.53,F,F,F,F,F,0.51,0.51,0.43,0.46,0.57,0.57,0.53,0.53,0.59,0.56,0.66,F,0.47,F,F,0.4,0.38,F,0.39,0.39,0.58,0.58,0.58,0.52,0.55,0.65,0.66,0.66,0.53,0.53,0.56,0.46,0.46,0.51,F,0.6,0.6,0.57,0.52,0.52,0.53,0.65,0.55,0.46,0.58,0.25,0.75,0.72,0.46,0.51,0.62
MOD15A2H.A2017185.h30v12.006.2021277112337.Fpar_500m,MOD15A2H,A2017185,Lat-33.6152Lon150.7236Samp17Line17,2021277112337,0.9,0.9,0.9,0.75,0.77,0.76,0.57,0.68,0.73,0.76,0.74,0.74,0.75,0.71,0.64,0.57,0.53,0.86,0.9,0.8,0.71,0.74,0.76,0.78,0.79,0.76,0.72,0.7,0.71,0.7,0.63,0.56,0.38,F,0.9,0.9,0.74,0.7,0.76,0.77,0.79,0.76,0.76,0.74,0.72,0.65,0.57,0.6,0.67,F,0.62,0.89,0.73,0.74,0.73,0.75,0.79,0.76,0.76,0.74,0.75,0.66,0.75,0.76,0.6,0.64,0.57,0.57,0.75,0.74,0.74,0.73,0.74,0.76,0.74,0.74,0.75,0.59,0.6,0.52,0.55,0.5,0.64,0.57,F,0.74,0.74,0.68,0.67,0.72,0.74,0.6,0.6,0.6,0.65,0.56,0.57,0.49,0.58,F,F,F,0.73,0.68,0.67,0.71,0.7,0.6,0.71,0.65,0.52,0.56,0.57,0.5,0.47,0.47,0.48,F,F,0.58,0.61,0.71,0.62,0.63,0.59,F,F,0.45,0.68,0.68,0.56,0.6,0.56,F,F,0.56,0.68,0.68,0.62,0.54,F,0.63,0.61,0.62,0.64,0.61,0.65,0.58,0.6,0.54,0.62,0.64,0.66,0.56,0.67,0.51,F,0.55,0.55,0.61,0.63,0.65,0.7,0.59,0.53,0.55,0.5,0.64,0.66,0.61,0.59,F,F,0.44,0.52,0.62,0.58,0.65,0.66,0.65,0.52,0.54,0.54,0.6,0.63,0.63,0.64,F,0.46,F,0.52,0.55,0.57,0.57,0.51,0.59,0.52,0.59,0.58,0.65,0.76,F,0.52,F,0.46,0.56,F,F,F,0.55,0.54,0.55,0.64,0.55,0.61,0.59,0.47,0.57,F,F,F,0.43,0.36,0.35,0.55,0.55,0.55,0.57,0.57,0.62,0.59,0.61,0.55,F,F,F,F,F,0.54,0.52,0.47,0.48,0.67,0.67,0.56,0.56,0.64,0.63,0.66,F,0.51,F,F,0.49,0.44,F,0.48,0.48,0.67,0.65,0.64,0.58,0.58,0.66,0.66,0.59,0.53,0.57,0.57,0.53,0.49,0.57,F,0.67,0.66,0.56,0.56,0.54,0.58,0.62,0.53,0.53,0.58,F,0.8,0.78,0.6,0.6,0.67
MOD15A2H.A2017193.h30v12.006.2021277172509.Fpar_500m,MOD15A2H,A2017193,Lat-33.6152Lon150.7236Samp17Line17,2021277172509,0.9,F,0.9,0.72,0.79,0.79,0.57,0.68,0.73,0.76,0.74,0.74,0.76,0.7,0.57,0.58,0.45,F,0.9,0.79,0.71,0.74,0.73,0.76,0.73,0.76,0.72,0.7,0.71,0.72,0.58,0.45,0.39,F,0.9,0.88,0.71,0.72,0.72,0.76,0.73,0.72,0.73,0.77,0.73,0.64,0.57,0.57,0.7,F,0.57,0.82,0.75,0.76,0.76,0.76,0.77,0.77,0.73,0.74,0.73,0.6,0.7,0.7,0.48,0.61,0.48,0.54,0.74,0.76,0.75,0.72,0.72,0.76,0.73,0.74,0.73,0.57,0.45,0.53,0.46,0.57,0.57,0.57,F,0.73,0.75,0.63,0.65,0.76,0.71,0.58,0.57,0.56,0.61,0.45,0.51,0.43,0.47,F,F,F,0.72,0.63,0.65,0.65,0.7,0.57,0.67,0.61,0.51,0.54,0.54,0.56,0.46,0.47,0.47,F,F,0.61,0.58,0.71,0.61,0.58,0.61,F,F,0.45,0.66,0.68,0.47,0.59,0.5,F,F,0.56,0.67,0.62,0.49,0.63,F,0.58,0.62,0.61,0.66,0.68,0.62,0.57,0.56,0.54,0.55,0.62,0.62,0.62,0.64,0.5,F,0.5,0.52,0.61,0.6,0.69,0.7,0.63,0.47,0.54,0.57,0.62,0.66,0.56,0.55,F,F,0.4,0.56,0.62,0.55,0.64,0.68,0.61,0.45,0.45,0.48,0.57,0.66,0.58,0.67,F,0.44,F,0.48,0.53,0.52,0.46,0.59,0.61,0.48,0.54,0.59,0.64,0.77,F,0.53,F,0.46,0.53,F,F,F,0.46,0.47,0.54,0.64,0.54,0.59,0.59,0.45,0.53,F,F,F,0.46,0.41,0.39,0.52,0.54,0.56,0.56,0.56,0.62,0.61,0.61,0.53,F,F,F,F,F,0.46,0.55,0.5,0.44,0.6,0.68,0.55,0.55,0.61,0.59,0.67,F,0.52,F,F,0.43,0.41,F,0.52,0.51,0.66,0.68,0.65,0.57,0.57,0.66,0.63,0.61,0.51,0.58,0.53,0.51,0.46,0.52,F,0.62,0.66,0.54,0.56,0.55,0.52,0.66,0.56,0.51,0.56,0.65,0.65,0.74,0.58,0.65,0.65
MOD15A2H.A2017201.h30v12.006.2021278095411.Fpar_500m,MOD15A2H,A2017201,Lat-33.6152Lon150.7236Samp17Line17,2021278095411,0.89,0.9,0.9,0.72,0.75,0.74,0.56,0.66,0.72,0.76,0.74,0.72,0.72,0.69,0.57,0.43,0.45,0.9,0.9,0.78,0.69,0.74,0.71,0.74,0.72,0.71,0.7,0.73,0.68,0.69,0.56,0.45,0.41,F,0.9,0.88,0.73,0.71,0.74,0.76,0.72,0.72,0.74,0.73,0.69,0.67,0.57,0.61,0.64,F,0.61,0.89,0.74,0.73,0.72,0.73,0.75,0.74,0.71,0.73,0.73,0.64,0.7,0.77,0.61,0.6,0.48,0.5,0.73,0.73,0.73,0.67,0.7,0.72,0.72,0.75,0.73,0.57,0.54,0.49,0.45,0.51,0.52,0.54,F,0.73,0.72,0.67,0.67,0.7,0.72,0.57,0.56,0.54,0.65,0.48,0.53,0.46,0.47,F,F,F,0.71,0.64,0.64,0.67,0.7,0.57,0.66,0.66,0.51,0.45,0.56,0.49,0.47,0.47,0.48,F,F,0.58,0.57,0.68,0.57,0.62,0.59,F,F,0.49,0.68,0.64,0.53,0.62,0.53,F,F,0.52,0.65,0.67,0.7,0.6,F,0.6,0.62,0.63,0.67,0.7,0.64,0.56,0.6,0.48,0.55,0.59,0.61,0.61,0.58,0.49,F,0.55,0.53,0.63,0.62,0.68,0.68,0.62,0.47,0.52,0.57,0.6,0.65,0.56,0.56,F,F,0.41,0.52,0.61,0.57,0.66,0.66,0.62,0.48,0.46,0.56,0.59,0.65,0.65,0.63,F,0.41,F,0.59,0.55,0.59,0.51,0.51,0.62,0.5,0.55,0.58,0.65,0.79,F,0.57,F,0.48,0.54,F,F,F,0.48,0.49,0.49,0.61,0.54,0.61,0.57,0.45,0.54,F,F,F,0.49,0.37,0.39,0.47,0.47,0.53,0.56,0.56,0.62,0.58,0.62,0.55,F,F,F,F,F,0.51,0.53,0.47,0.47,0.67,0.65,0.55,0.55,0.68,0.63,0.64,F,0.49,F,F,0.44,0.44,F,0.48,0.45,0.69,0.65,0.62,0.55,0.58,0.68,0.64,0.61,0.57,0.57,0.57,0.49,0.5,0.55,F,0.66,0.65,0.56,0.56,0.55,0.56,0.62,0.53,0.48,0.55,F,F,F,0.59,0.62,0.65
MOD15A2H.A2017209.h30v12.006.2021278145836.Fpar_500m,MOD15A2H,A2017209,Lat-33.6152Lon150.7236Samp17Line17,2021278145836,0.89,0.89,0.9,0.75,0.72,0.69,0.56,0.66,0.71,0.71,0.74,0.74,0.7,0.69,0.57,0.46,0.45,F,0.9,0.8,0.69,0.72,0.7,0.76,0.71,0.71,0.7,0.7,0.71,0.63,0.57,0.45,0.44,F,0.9,0.88,0.73,0.68,0.76,0.76,0.72,0.7,0.73,0.75,0.71,0.63,0.51,0.57,0.55,F,0.56,0.88,0.76,0.68,0.76,0.71,0.76,0.7,0.7,0.75,0.67,0.64,0.67,0.69,0.44,0.55,0.45,0.51,0.76,0.74,0.71,0.67,0.68,0.71,0.72,0.72,0.71,0.53,0.51,0.51,0.4,0.46,0.51,0.52,F,0.73,0.75,0.61,0.6,0.71,0.7,0.57,0.52,0.53,0.62,0.44,0.46,0.39,0.48,F,F,F,0.7,0.61,0.6,0.65,0.64,0.57,0.62,0.63,0.5,0.48,0.57,0.45,0.46,0.47,0.48,F,F,0.57,0.57,0.67,0.55,0.63,0.57,F,F,0.45,0.63,0.7,0.55,0.56,0.51,F,F,0.5,0.68,0.64,0.67,0.61,F,0.57,0.61,0.65,0.61,0.7,0.66,0.61,0.47,0.46,0.5,0.57,0.58,0.61,0.51,0.45,F,0.49,0.52,0.65,0.61,0.67,0.71,0.55,0.46,0.47,0.57,0.59,0.62,0.57,0.48,F,F,0.38,0.53,0.61,0.57,0.65,0.62,0.57,0.45,0.47,0.59,0.59,0.63,0.68,0.6,F,0.41,F,0.58,0.48,0.55,0.5,0.5,0.6,0.49,0.54,0.59,0.63,0.73,F,0.57,F,0.42,0.51,F,F,F,0.45,0.47,0.49,0.61,0.53,0.6,0.63,0.52,0.55,F,F,F,0.4,0.41,0.44,0.47,0.55,0.56,0.56,0.55,0.61,0.6,0.59,0.55,F,F,F,F,F,0.52,0.53,0.45,0.47,0.54,0.67,0.57,0.56,0.59,0.57,0.63,F,0.45,F,F,0.43,0.43,F,0.46,0.44,0.66,0.62,0.66,0.56,0.57,0.63,0.63,0.58,0.48,0.52,0.52,0.53,0.54,0.52,F,0.68,0.66,0.55,0.55,0.55,0.55,0.54,0.55,0.53,0.57,F,F,0.8,0.55,0.61,0.61
MOD15A2H.A2017217.h30v12.006.2021280030302.Fpar_500m,MOD15A2H,A2017217,Lat-33.6152Lon150.7236Samp17Line17,2021280030302,0.9,0.9,0.9,0.75,0.75,0.71,0.57,0.67,0.72,0.72,0.74,0.7,0.68,0.65,0.56,0.48,0.47,0.89,0.9,0.78,0.71,0.74,0.7,0.75,0.77,0.72,0.68,0.72,0.68,0.65,0.56,0.42,0.47,F,0.9,0.88,0.76,0.67,0.74,0.76,0.77,0.69,0.71,0.74,0.68,0.68,0.53,0.57,0.67,F,0.65,0.88,0.75,0.75,0.74,0.76,0.76,0.76,0.71,0.72,0.73,0.64,0.7,0.71,0.49,0.55,0.51,0.49,0.76,0.79,0.75,0.68,0.68,0.74,0.72,0.71,0.73,0.57,0.56,0.44,0.47,0.48,0.57,0.52,F,0.79,0.74,0.65,0.65,0.69,0.72,0.6,0.52,0.52,0.63,0.46,0.52,0.4,0.49,F,F,F,0.75,0.64,0.65,0.66,0.66,0.57,0.66,0.62,0.46,0.46,0.52,0.47,0.47,0.52,0.53,F,F,0.56,0.59,0.68,0.57,0.65,0.62,F,F,0.46,0.69,0.69,0.58,0.63,0.48,F,F,0.53,0.66,0.67,0.54,0.53,F,0.62,0.59,0.62,0.62,0.62,0.58,0.6,0.47,0.46,0.46,0.58,0.56,0.6,0.55,0.45,F,0.5,0.48,0.6,0.6,0.67,0.68,0.56,0.54,0.54,0.53,0.6,0.61,0.53,0.57,F,F,0.5,0.5,0.6,0.56,0.67,0.69,0.62,0.5,0.5,0.6,0.6,0.66,0.74,0.6,F,0.45,F,0.5,0.56,0.52,0.55,0.55,0.58,0.51,0.54,0.6,0.68,0.63,F,0.57,F,0.45,0.52,F,F,F,0.48,0.54,0.56,0.62,0.55,0.62,0.59,0.52,0.55,F,F,F,0.43,0.33,0.4,0.46,0.48,0.56,0.56,0.56,0.62,0.58,0.62,0.57,F,F,F,F,F,0.49,0.52,0.45,0.46,0.61,0.63,0.55,0.55,0.68,0.61,0.63,F,0.51,F,F,0.43,0.45,F,0.46,0.48,0.7,0.68,0.62,0.55,0.55,0.68,0.63,0.6,0.5,0.56,0.55,0.43,0.43,0.54,F,0.61,0.65,0.57,0.57,0.57,0.55,0.63,0.55,0.46,0.55,0.78,0.78,0.78,0.57,0.61,0.63
MOD15A2H.A2017225.h30v12.006.2021280143358.Fpar_500m,MOD15A2H,A2017225,Lat-33.6152Lon150.7236Samp17Line17,2021280143358,0.86,0.9,0.9,0.75,0.78,0.73,0.56,0.66,0.71,0.72,0.71,0.71,0.69,0.66,0.55,0.53,0.39,0.9,0.89,0.76,0.72,0.7,0.71,0.71,0.71,0.69,0.7,0.71,0.7,0.66,0.54,0.47,0.38,F,0.89,0.88,0.69,0.7,0.71,0.75,0.7,0.71,0.73,0.73,0.7,0.64,0.53,0.53,0.65,F,0.62,0.87,0.77,0.7,0.75,0.72,0.72,0.73,0.69,0.76,0.76,0.66,0.71,0.67,0.44,0.52,0.45,0.5,0.77,0.76,0.75,0.67,0.67,0.7,0.69,0.72,0.7,0.51,0.47,0.62,0.42,0.49,0.49,0.53,F,0.75,0.71,0.57,0.67,0.7,0.68,0.56,0.53,0.52,0.6,0.45,0.5,0.46,0.49,F,F,F,0.71,0.58,0.65,0.64,0.67,0.57,0.65,0.62,0.48,0.51,0.51,0.56,0.49,0.48,0.48,F,F,0.58,0.58,0.66,0.56,0.56,0.64,F,F,0.47,0.68,0.67,0.59,0.68,0.56,F,F,0.57,0.63,0.6,0.66,0.59,F,0.58,0.62,0.63,0.68,0.71,0.67,0.57,0.55,0.53,0.48,0.58,0.58,0.54,0.54,0.46,F,0.48,0.56,0.63,0.63,0.68,0.7,0.63,0.46,0.57,0.62,0.63,0.69,0.58,0.5,F,F,0.37,0.55,0.62,0.56,0.63,0.63,0.54,0.47,0.4,0.51,0.74,0.7,0.63,0.63,F,0.37,F,0.52,0.53,0.51,0.47,0.57,0.61,0.51,0.56,0.61,0.77,0.81,F,0.53,F,0.49,0.52,F,F,F,0.47,0.47,0.56,0.62,0.56,0.61,0.6,0.46,0.53,F,F,F,0.43,0.46,0.2,0.47,0.48,0.56,0.56,0.57,0.62,0.61,0.6,0.56,F,F,F,F,F,0.43,0.53,0.46,0.45,0.63,0.61,0.56,0.56,0.62,0.59,0.63,F,0.53,F,F,0.44,0.44,F,0.46,0.56,0.63,0.7,0.65,0.58,0.58,0.64,0.63,0.61,0.52,0.57,0.56,0.52,0.48,0.52,F,0.62,0.68,0.57,0.57,0.56,0.58,0.64,0.55,0.48,0.58,0.8,0.78,0.76,0.59,0.64,0.61
MOD15A2H.A2017233.h30v12.006.2021280202141.Fpar_500m,MOD15A2H,A2017233,Lat-33.6152Lon150.7236Samp17Line17,2021280202141,0.88,0.88,0.89,0.72,0.71,0.71,0.57,0.64,0.65,0.69,0.68,0.66,0.66,0.65,0.5,0.49,0.38,0.89,0.88,0.75,0.69,0.64,0.64,0.64,0.67,0.64,0.65,0.69,0.7,0.65,0.53,0.42,0.38,F,0.89,0.88,0.71,0.64,0.69,0.69,0.69,0.67,0.7,0.7,0.7,0.62,0.57,0.57,0.59,F,0.54,0.88,0.71,0.68,0.68,0.69,0.71,0.71,0.68,0.68,0.67,0.63,0.66,0.59,0.55,0.46,0.45,0.45,0.71,0.72,0.7,0.66,0.66,0.68,0.69,0.68,0.68,0.51,0.51,0.48,0.39,0.48,0.47,0.52,F,0.71,0.71,0.58,0.58,0.68,0.64,0.51,0.51,0.49,0.61,0.5,0.42,0.41,0.47,F,F,F,0.66,0.58,0.58,0.61,0.63,0.54,0.61,0.61,0.49,0.49,0.51,0.48,0.47,0.49,0.46,F,F,0.58,0.55,0.63,0.56,0.51,0.61,F,F,0.46,0.62,0.66,0.53,0.54,0.51,F,F,0.52,0.61,0.58,0.63,0.61,F,0.58,0.56,0.6,0.62,0.68,0.69,0.58,0.54,0.49,0.62,0.53,0.54,0.58,0.46,0.46,F,0.47,0.55,0.6,0.61,0.68,0.68,0.54,0.48,0.53,0.58,0.63,0.66,0.52,0.55,F,F,0.36,0.49,0.56,0.55,0.59,0.63,0.62,0.45,0.44,0.57,0.71,0.7,0.71,0.62,F,0.36,F,0.97,0.48,0.56,0.56,0.52,0.54,0.51,0.58,0.57,0.75,0.75,F,0.5,F,0.48,0.52,F,F,F,0.46,0.51,0.56,0.56,0.51,0.58,0.6,0.45,0.53,F,F,F,0.42,0.37,0.35,0.46,0.47,0.51,0.56,0.55,0.56,0.53,0.59,0.45,F,F,F,F,F,0.57,0.53,0.46,0.47,0.6,0.6,0.56,0.56,0.6,0.56,0.55,F,0.46,F,F,0.45,0.44,F,0.44,0.44,0.64,0.61,0.62,0.56,0.58,0.63,0.61,0.58,0.53,0.5,0.53,0.45,0.43,0.54,F,0.62,0.62,0.56,0.56,0.55,0.55,0.59,0.43,0.51,0.97,0.8,0.8,0.78,0.57,0.63,0.62
MOD15A2H.A2017241.h30v12.006.2021281192149.Fpar_500m,MOD15A2H,A2017241,Lat-33.6152Lon150.7236Samp17Line17,2021281192149,0.86,0.88,0.89,0.69,0.7,0.7,0.51,0.58,0.68,0.67,0.64,0.69,0.64,0.54,0.49,0.43,0.35,0.84,0.88,0.7,0.65,0.66,0.62,0.66,0.62,0.62,0.64,0.64,0.64,0.56,0.5,0.4,0.34,F,0.89,0.88,0.65,0.65,0.65,0.7,0.62,0.62,0.69,0.69,0.69,0.62,0.46,0.47,0.56,F,0.54,0.87,0.73,0.68,0.72,0.67,0.67,0.69,0.66,0.69,0.69,0.6,0.65,0.66,0.48,0.54,0.45,0.51,0.7,0.68,0.72,0.58,0.64,0.67,0.65,0.64,0.69,0.51,0.49,0.49,0.45,0.48,0.43,0.53,F,0.68,0.66,0.57,0.56,0.6,0.65,0.52,0.51,0.46,0.56,0.46,0.46,0.46,0.48,F,F,F,0.64,0.6,0.6,0.6,0.62,0.52,0.66,0.56,0.45,0.51,0.51,0.49,0.47,0.47,0.49,F,F,0.56,0.52,0.64,0.52,0.57,0.59,F,F,0.46,0.62,0.65,0.6,0.64,0.51,F,F,0.5,0.6,0.6,0.56,0.56,F,0.58,0.55,0.58,0.54,0.64,0.61,0.62,0.58,0.48,0.42,0.57,0.58,0.54,0.49,0.45,F,0.44,0.46,0.54,0.55,0.64,0.64,0.57,0.47,0.53,0.54,0.6,0.66,0.58,0.47,F,F,0.41,0.46,0.57,0.5,0.58,0.62,0.54,0.45,0.42,0.5,0.65,0.72,0.65,0.57,F,0.41,F,0.43,0.47,0.52,0.52,0.5,0.53,0.47,0.51,0.53,0.68,0.8,F,0.51,F,0.44,0.47,F,F,F,0.48,0.46,0.48,0.56,0.5,0.56,0.48,0.47,0.5,F,F,F,0.31,0.28,0.43,0.44,0.48,0.49,0.49,0.49,0.54,0.54,0.51,0.48,F,F,F,F,F,0.48,0.52,0.42,0.45,0.53,0.6,0.54,0.52,0.54,0.51,0.57,F,0.44,F,F,0.38,0.42,F,0.41,0.51,0.6,0.56,0.59,0.52,0.54,0.59,0.57,0.53,0.44,0.45,0.47,0.45,0.49,0.55,F,0.6,0.59,0.51,0.53,0.51,0.49,0.51,0.51,0.49,0.48,0.73,0.72,0.78,0.49,0.55,0.59
